session,mp_name,constituency,days_attended
8,satyapalsingh,baghpat,13
8,adhirranjanchowdhury,baharampur,3
8,sadhvisavitribaiphule,bahraich,11
8,bodhsinghbhagat,balaghat,11
8,rabindrakumarjena,balasore,13
8,bharatsingh,ballia,9
8,bhaironprasadmishra,banda,13
8,pcmohan,bangalorecentral,10
8,dksuresh,bangalorerural,13
8,mamatathakur,bangaon,5
8,jayprakashnarayanyadav,banka,11
8,devvarmamoonmoonsen,bankura,3
8,kamleshpaswan,bansgaon,10
8,manshankarninama,banswara,8
8,srirammalyadri,bapatla,13
8,priyankasinghrawat,barabanki,13
8,supriyasule,baramati,13
8,muzaffarhussainbaig,baramulla,1
8,kakolighoshdastidar,barasat,3
8,sunilkumarmondal,bardhamanpurba,11
8,mamtazsanghamita,bardhaman-durgapur,11
8,parbhubhaivasava,bardoli,11
8,prabhaskumarsingh,bargarh,7
8,sonaramchoudhary,barmer,13
8,sirajuddinajmal,barpeta,3
8,dineshtrivedi,barrackpur,10
8,idrisali,basirhat,7
8,dineshkashyap,bastar,12
8,harishdwivedi,basti,13
8,pritamgopinathmunde,beed,13
8,bholasingh,begusarai,13
8,sureshcangadi,belgaum,10
8,bsreeramulu,bellary,9
8,sidhantmohapatra,berhampur,12
8,jyotidhurve,betul,9
8,virendrasingh,bhadohi,11
8,arjuncharansethi,bhadrak,13
8,shaileshkumarbulomandal,bhagalpur,11
8,nanabhaufalgunraopatole,bhandara-gondiya,12
8,bahadursinghkoli,bharatpur,13
8,bharatishiyal,bhavnagar,13
8,subhashchandrabaheriya,bhilwara,12
8,bhagirathprasad,bhind,11
8,kapilmoreshwarpatil,bhiwandi,13
8,dharamveersingh,bhiwani-mahendragarh,12
8,booranarsaiahgoud,bhongir,7
8,aloksanjar,bhopal,13
8,profprasannakumarpatasani,bhubaneswar,11
8,bhagwanthkhuba,bidar,9
8,rameshcjigajinagi,bijapur,13
8,kunwarbhartendrasingh,bijnor,13
8,arjunrammeghwal,bikaner,13
8,lakhanlalsahu,bilaspur,11
8,satabdiroybanerjee,birbhum,5
8,saumitrakhan,bishnupur,13
8,kalikeshnarayansinghdeo,bolangir,13
8,anupamhazra,bolpur,13
8,bholasingh,bulandshahr,12
8,pratapraoganpatraojadhav,buldhana,12
8,ashwinikumarchoubey,buxar,11
8,innocent,chalakudy,1
8,rdhruvanarayana,chamrajanagar,13
8,mahendranathpandey,chandauli,12
8,kirronkher,chandigarh,5
8,sunilkumarsingh,chatra,7
8,kondavishweshwarreddy,chelvella,13
8,srvijaykumar,chennaicentral,1
8,tgvenkateshbabu,chennainorth,1
8,jayakumarjayavardhan,chennaisouth,1
8,kamalnath,chhindwara,10
8,ramsinhrathwa,chhotaudaipur,9
8,mchandrakasi,chidambaram,1
8,mveerappamoily,chikkballapur,13
8,prakashbhukkeri,chikkodi,1
8,bnchandrappa,chitradurga,13
8,naramallisivaprasad,chittoor,7
8,chandraprakashjoshi,chittorgarh,13
8,rahulkaswan,churu,13
8,pnagarajan,coimbatore,1
8,renukasinha,coochbehar,8
8,aarunmozhithevan,cuddalore,2
8,bhartruharimahtab,cuttack,12
8,natubhaigomanbhaipatel,dadraandnagarhaveli,7
8,jasvantsinhbhabhor,dahod,12
8,nalinkumarkateel,dakshinakannada,6
8,lalubhaibpatel,damananddiu,8
8,prahladsinghpatel,damoh,12
8,kirtiazad,darbhanga,13
8,ssahluwalia,darjeeling,6
8,harishmeena,dausa,13
8,pashupatinathsingh,dhanbad,12
8,savitrithakur,dhar,13
8,pralhadjoshi,dharwad,10
8,rekhaverma,dhaurahra,13
8,tathagatasatpathy,dhenkanal,13
8,badruddinajmal,dhubri,6
8,subhashramraobhamre,dhule,7
8,abhishekbanerjee,diamondharbour,2
8,rameshwarteli,dibrugarh,13
8,mudhayakumar,dindigul,2
8,harishchandradeoramchavan,dindori,13
8,jagdambikapal,domariyaganj,13
8,saugataroy,dumdum,11
8,tamradhwajsahu,durg,10
8,maheishgirri,eastdelhi,2
8,venakateswararaomagannti,eluru,11
8,kvthomas,ernakulam,6
8,sselvakumarachinnayan,erode,1
8,rajveersingh,etah,13
8,ashokkumardohrey,etawah,13
8,lallusingh,faizabad,13
8,sadhusingh,faridkot,8
8,mukeshrajput,farrukhabad,13
8,harindersinghkhalsa,fatehgarhsahib,5
8,babulalchaudhary,fatehpursikri,13
8,shersinghghubaya,ferozpur,7
8,akshayyadav,firozabad,10
8,ashokmahadeoraonete,gadchiroli-chimur,12
8,lkadvani,gandhinagar,13
8,nihalchandchauhan,ganganagar,11
8,majgenretdbckhanduriavsm,garhwal,12
8,bijoyachakraborty,gauhati,12
8,harimanjhi,gaya,9
8,harinarayanrajbhar,ghosi,13
8,ravindrakumarpandey,giridih,10
8,nishikantdubey,godda,13
8,kirtivardhansingh,gonda,11
8,janakram,gopalganj,12
8,yogiadityanath,gorakhpur,13
8,mallikarjunkharge,gulbarga,13
8,jyotiradityamadhavraoscindia,guna,13
8,jayadevgalla,guntur,11
8,vinodkhanna,gurdaspur,4
8,anuragsinghthakur,hamirpur,13
8,pushpendrasinghchandel,hamirpur,13
8,anshulverma,hardoi,12
8,rameshpokhriyalnishank,hardwar,12
8,hddevegowda,hassan,4
8,rajeshdiwakar,hathras,12
8,rajushetti,hatkanangle,11
8,shivkumarcudasi,haveri,12
8,kristappanimmala,hindupur,11
8,rajeevshankarraosatav,hingoli,11
8,dushyantchautala,hisar,13
8,ratnadenag,hooghly,7
8,udaypratapsingh,hoshangabad,12
8,prasunbanerjee,howrah,6
8,asaduddinowaisi,hyderabad,11
8,advocatejoicegeorge,idukki,2
8,thokchommeinya,innermanipur,13
8,rakeshsingh,jabalpur,13
8,sugatabose,jadavpur,4
8,kulamanisamal,jagatsinghpur,13
8,arunkumar,jahanabad,13
8,ramcharanbohara,jaipur,12
8,ritatarai,jajpur,13
8,santokhsinghchaudhary,jalandhar,13
8,bhanupratapsinghverma,jalaun,10
8,atnanapatil,jalgaon,13
8,raosahebdanvepatil,jalna,7
8,devjimansingrampatel,jalore,10
8,bijoychandrabarman,jalpaiguri,5
8,jugalkishoresharma,jammu,8
8,poonambenhematbhaimaadam,jamnagar,11
8,bidyutbaranmahato,jamshedpur,12
8,chiragpaswan,jamui,13
8,abhijitmukherjee,jangipur,13
8,kamladevipatle,janjgir-champa,11
8,krishnpratapsingh,jaunpur,11
8,pratimamondal,jaynagar,6
8,dushyantsingh,jhalawar-baran,12
8,birendrakumarchoudhary,jhanjharpur,13
8,umasaren,jhargram,2
8,santoshahlawat,jhunjhunu,13
8,gajendrasinghshekhawat,jodhpur,12
8,kamakhyaprasadtasa,jorhat,11
8,rajeshbhainaranbhaichudasama,junagadh,1
8,vinodchavda,kachchh,11
8,ysavinashreddy,kadapa,9
8,hukumsingh,kairana,13
8,brijbhushansharansingh,kaiserganj,11
8,narasimhamthota,kakinada,12
8,arkakesharideo,kalahandi,10
8,gauravgogoi,kaliabor,11
8,kkamaraj,kallakurichi,1
8,kanteknathshinde,kalyan,12
8,kmaragatham,kancheepuram,1
8,pratyusharajeshwarisingh,kandhamal,8
8,shantakumar,kangra,13
8,vikramusendi,kanker,13
8,dimpleyadav,kannauj,5
8,pksreemathiteacher,kannur,2
8,murlimanoharjoshi,kanpur,13
8,sisiradhikari,kanthi,2
8,manojrajoria,karauli-dholpur,13
8,radheshyambiswas,karimganj,13
8,bvinodkumar,karimnagar,9
8,ashwinikumar,karnal,11
8,pkarunakaran,kasaragod,1
8,tariqanwar,katihar,11
8,vinodkumarsonkar,kaushambi,12
8,"baijyayant""jay""panda",kendrapara,12
8,sakuntalalaguri,keonjhar,13
8,ranjitsinghbrahmpura,khadoorsahib,8
8,choudharymehboobalikaiser,khagaria,11
8,nagendrasingh,khajuraho,12
8,psrinivasareddy,khammam,4
8,nandkumarsinghchauhan,khandwa,7
8,subhashpatel,khargone,13
8,devusinhjesingbhaichauhan,kheda,6
8,ajaymisrateni,kheri,13
8,kariyamunda,khunti,13
8,mohammadasrarulhaque,kishanganj,13
8,ravindrakumarray,kodarma,3
8,nabakumarsaraniahira,kokrajhar,12
8,khmuniyappa,kolar,8
8,dhananjaymahadik,kolhapur,8
8,subratabakshi,kolkatadakshin,2
8,sudipbandyopadhyay,kolkatauttar,3
8,nkpremachandran,kollam,3
8,sangannakaradi,koppal,9
8,jhinahikaka,koraput,10
8,banshilalmahto,korba,13
8,ombirla,kota,9
8,mkraghavan,kozhikode,2
8,kashokkumar,krishnagiri,1
8,tapaspaul,krishnanagar,8
8,renukabutta,kurnool,11
8,rajkumarsaini,kurukshetra,12
8,rajeshpandey,kushinagar,12
8,thupstanchhewang,ladakh,13
8,faizalppmohammad,lakshadweep,9
8,neelamsonker,lalganj,11
8,sunilgaikwad,latur,13
8,sudarshanbhagat,lohardaga,9
8,ravneetsinghbittu,ludhiana,13
8,ramcharitra,machhlishahr,12
8,konakallanarayanarao,machilipatnam,11
8,vijaysinhmohitepatil,madha,7
8,rajeshranjan,madhepura,12
8,hukmdeonarayanyadav,madhubani,13
8,rgopalakrishnan,madurai,1
8,seetaramajmeeranaik,mahabubabad,4
8,apjithenderreddy,mahabubnagar,11
8,pankajchowdhary,maharajganj,13
8,janardansinghsigriwal,maharajganj,13
8,chandulalsahu,mahasamund,11
8,jayshreebenpatel,mahesana,13
8,tejpratapsinghyadav,mainpuri,10
8,eahamed,malappuram,5
8,ahkhanchoudhary,maldahadakshin,10
8,mausamnoor,maldahauttar,3
8,chmallareddy,malkajgiri,12
8,ramswaroopsharma,mandi,9
8,faggansinghkulaste,mandla,12
8,sudheergupta,mandsour,13
8,csputtaraju,mandya,5
8,ramendeka,mangaldoi,12
8,hemamalini,mathura,8
8,choudhurymohanjatua,mathurapur,5
8,rangappabarne,maval,12
8,kodikunnilsuresh,mavelikkara,1
8,rkbharathimohan,mayiladuthurai,2
8,kothaprabhakarreddy,medak,9
8,sandhyaroy,medinipur,5
8,rajendraagrawal,meerut,13
8,anupriyapatel,mirzapur,12
8,anjubala,misrikh,13
8,clruala,mizoram,13
8,kaushalkishore,mohanlalganj,13
8,kunwarsarveshkumar,moradabad,5
8,anoopmishra,morena,9
8,gopalchinayyashetty,mumbai-north,13
8,poonammahajan,mumbai-north-central,9
8,kiritsomaiya,mumbai-north-east,13
8,gajananchandrakantkirtikar,mumbai-north-west,13
8,arvindganpatsawant,mumbai-south,13
8,rahulrameshshewale,mumbai-south-central,11
8,veenadevi,munger,8
8,mdbadaruddozakhan,murshidabad,13
8,ajaynishad,muzaffarpur,13
8,prathapsimha,mysore,13
8,balabhadramajhi,nabarangpur,13
8,neiphiurio,nagaland,8
8,kgopal,nagapattinam,2
8,nandiyellaiah,nagarkurnool,9
8,crchaudhary,nagaur,13
8,yashwantsingh,nagina,13
8,bhagatsinghkoshyari,nainital-udhamsinghnagar,12
8,kaushalendrakumar,nalanda,13
8,guthasukhenderreddy,nalgonda,13
8,prsundaram,namakkal,1
8,ashokshankarraochavan,nanded,8
8,heenavijaygavit,nandurbar,11
8,rayapatisambasivarao,narasaraopet,6
8,gokarajugangaraju,narsapuram,12
8,hemanttukaramgodse,nashik,13
8,crpatil,navsari,12
8,rajengohain,nawgong,10
8,mrajamohanreddy,nellore,13
8,meenakshilekhi,newdelhi,12
8,gopalakrishnanchinnaraj,nilgiris,1
8,kavithakalvakuntala,nizamabad,9
8,georgebaker,nominatedanglo-indian,13
8,richardhay,nominatedanglo-indian,10
8,manojtiwari,northeastdelhi,10
8,uditraj,northwestdelhi,12
8,yvsubbareddy,ongole,7
8,thangsobaite,outermanipur,13
8,mbrajesh,palakkad,2
8,vishnudayalram,palamu,11
8,chintamanwanaga,palghar,13
8,ppchaudhary,pali,10
8,prabhatsinhchouhan,panchmahal,13
8,sanjayharibhaujadhav,parbhani,12
8,sanjayjaiswal,paschimchamparan,11
8,liladharbhaivaghela,patan,13
8,antoantony,pathanamthitta,1
8,dharamviragandhi,patiala,1
8,shatrughansinha,patnasahib,8
8,balkasuman,peddapalle,3
8,rpmarutharajaa,perambalur,1
8,keshavprasadmaurya,phulpur,4
8,cmahendran,pollachi,2
8,etmohammadbasheer,ponnani,6
8,vittalbhaihansrajbhairadadiya,porbandar,2
8,kunwarharibanshsingh,pratapgarh,11
8,anilshirole,pune,13
8,pinakimisra,puri,13
8,santoshkumar,purnia,7
8,mrigankamahato,purulia,13
8,soniagandhi,raebareli,8
8,bvnayak,raichur,12
8,mohammadsalim,raiganj,6
8,rameshbais,raipur,11
8,magantimuralimohan,rajahmundry,9
8,midhunreddy,rajampet,11
8,rodmalnagar,rajgarh,13
8,mohanbhaikundariya,rajkot,12
8,vijaykumarhansdak,rajmahal,7
8,abhisheksingh,rajnandgaon,12
8,hariomsinghrathore,rajsamand,12
8,aanwharraajhaa,ramanathapuram,1
8,nepalsingh,rampur,6
8,krupalbalajitumane,ramtek,13
8,tapasmandal,ranaghat,13
8,ramtahalchoudhary,ranchi,13
8,kantilalbhuria,ratlam,13
8,vinayakbhauraoraut,ratnagiri-sindhudurg,12
8,rakshakhadse,raver,10
8,janardanmishra,rewa,13
8,chhotelal,robertsganj,12
8,deependersinghhooda,rohtak,10
8,dipsinhshankarsinhrathod,sabarkantha,10
8,laxminarayanyadav,sagar,13
8,raghavlakhanpal,saharanpur,12
8,vpanneerselvam,salem,1
8,ravinderkushwaha,salempur,9
8,ramchandrapaswan,samastipur,11
8,nagendrakumarpradhan,sambalpur,12
8,satyapalsingh,sambhal,13
8,sanjaykakaramchandrapatil,sangli,7
8,bhagwantmann,sangrur,8
8,sharadtripathi,santkabirnagar,13
8,chhedipaswan,sasaram,12
8,udayanrajepratapsinghbhonsle,satara,10
8,kalyanbanerjee,serampore,6
8,krishnaraj,shahjahanpur,11
8,ramadevi,sheohar,13
8,vincenthpala,shillong,8
8,virendrakashyap,shimla,11
8,bsyeddyurappa,shimoga,6
8,sadashivkisanlokhande,shirdi,11
8,shivajiapatil,shirur,5
8,daddanmishra,shrawasti,13
8,ritipathak,sidhi,12
8,sumedhanandsaraswati,sikar,13
8,premdasrai,sikkim,11
8,kmsushmitadev,silchar,10
8,laxmangiluwa,singhbhum,13
8,charanjeetsinghrori,sirsa,13
8,ramkumarsharma,sitamarhi,11
8,rajeshverma,sitapur,10
8,prsenthilnathan,sivaganga,1
8,omprakashyadav,siwan,10
8,sharadbansode,solapur,13
8,rameshkaushik,sonipat,13
8,rameshbidhuri,southdelhi,13
8,narendrakeshavsawaikar,southgoa,11
8,kinjarapurammohannaidu,srikakulam,11
8,knramachandran,sriperumbudur,1
8,ferozevarungandhi,sultanpur,13
8,ranjeetranjan,supaul,12
8,darshanavikramjardosh,surat,13
8,devajibhaifatepara,surendranagar,12
8,kamalbhansinghmarabi,surguja,12
8,malarajyalaxmishah,tehrigarhwal,12
8,mvasanthi,tenkasi,1
8,ramprasadsarmah,tezpur,13
8,rajanbaburaovichare,thane,10
8,kparasuraman,thanjavur,1
8,rparthipan,theni,2
8,shashitharoor,thiruvananthapuram,4
8,jjayasinghthiyagarajnaterjee,thoothukkudi,1
8,cnjayadevan,thrissur,5
8,virendrakumar,tikamgarh,13
8,pkumar,tiruchirappalli,2
8,krpprabakaran,tirunelveli,1
8,varaprasadaraovelagapalli,tirupati,9
8,vsathyabama,tiruppur,1
8,pvenugopal,tiruvallur,2
8,rvanaroja,tiruvannamalai,1
8,sukhbirsinghjaunpuria,tonk-sawaimadhopur,12
8,jitendrachaudhury,tripuraeast,13
8,sankarprasaddatta,tripurawest,13
8,spmuddahanumegowda,tumkur,13
8,arjunlalmeena,udaipur,11
8,jitendrasingh,udhampur,13
8,kmshobhakarandlaje,udupichikmagalur,12
8,nityanandrai,ujiarpur,11
8,chintamanimalviya,ujjain,1
8,sultanahmed,uluberia,5
8,swamisakshijimaharaj,unnao,13
8,anantkumarhegde,uttarakannada,13
8,mullappallyramachandran,vadakara,5
8,ranjanbenbhatt,vadodara,9
8,ramakishoresingh,vaishali,6
8,satishchandradubey,valmikinagar,13
8,kcpatel,valsad,10
8,balasubramaniansenguttuvan,vellore,1
8,srinivaskesineni,vijayawada,9
8,srajendran,viluppuram,1
8,tradhakrishnan,virudhunagar,1
8,haribabukhambhapati,visakhapatnam,10
8,dayakarpasunoori,warangal,8
8,ramdastadas,wardha,10
8,mishanavas,wayanad,3
8,parveshsahibsinghverma,westdelhi,13
8,bhavanagawali,yavatmal-washim,10
8,bheemaraobpatil,zahirabad,10
9,nageshgodam,adilabad,17
9,ramshankar,agra,17
9,pareshrawal,ahmedabadeast,20
9,kiritsolanki,ahmedabadwest,20
9,dilipgandhi,ahmednagar,15
9,sanwarlaljat,ajmer,19
9,devendraaliasbholesingh,akbarpur,20
9,sanjaydhotre,akola,20
9,kcvenugopal,alappuzha,18
9,pkbiju,alathur,19
9,satishkumargautam,aligarh,20
9,dasrathtirkey,alipurduars,13
9,shyamacharangupta,allahabad,20
9,chandnath,alwar,2
9,ravindrababupandula,amalapuram,19
9,rattanlalkataria,ambala,20
9,hariompandey,ambedkarnagar,19
9,rahulgandhi,amethi,10
9,anandraoadsul,amravati,18
9,naranbhaikachhadiya,amreli,20
9,captainamarindersingh,amritsar,1
9,kanwarsinghtanwar,amroha,20
9,muthamsettisrinivasarao,anakapalli,20
9,dilippatel,anand,19
9,premsinghchandumajra,anandpursahib,16
9,jcdivakarreddy,anantapur,13
9,bishnupadaray,andamanandnicobarislands,16
9,dharmendrakumar,aonla,20
9,ghari,arakkonam,20
9,geethakothapalli,araku,18
9,aparupapoddar,arambagh,17
9,velumalai,arani,20
9,taslimuddin,araria,17
9,rksingh,arrah,20
9,ninongering,arunachaleast,14
9,ladukishoreswain,aska,19
9,asampath,attingal,7
9,chandrakantbkhaire,aurangabad,19
9,sushilkumarsingh,aurangabad,17
9,birensinghengti,autonomousdistrict,20
9,mulayamsinghyadav,azamgarh,19
9,dharmendrayadav,badaun,17
9,pcgaddigoudar,bagalkot,20
9,satyapalsingh,baghpat,20
9,adhirranjanchowdhury,baharampur,17
9,sadhvisavitribaiphule,bahraich,19
9,bodhsinghbhagat,balaghat,18
9,rabindrakumarjena,balasore,17
9,bharatsingh,ballia,20
9,kmarpitaghosh,balurghat,14
9,bhaironprasadmishra,banda,20
9,pcmohan,bangalorecentral,17
9,dksuresh,bangalorerural,19
9,mamatathakur,bangaon,18
9,jayprakashnarayanyadav,banka,20
9,devvarmamoonmoonsen,bankura,18
9,kamleshpaswan,bansgaon,15
9,manshankarninama,banswara,15
9,srirammalyadri,bapatla,18
9,priyankasinghrawat,barabanki,20
9,supriyasule,baramati,20
9,muzaffarhussainbaig,baramulla,5
9,kakolighoshdastidar,barasat,14
9,sunilkumarmondal,bardhamanpurba,19
9,mamtazsanghamita,bardhaman-durgapur,18
9,parbhubhaivasava,bardoli,16
9,prabhaskumarsingh,bargarh,15
9,sonaramchoudhary,barmer,20
9,sirajuddinajmal,barpeta,12
9,dineshtrivedi,barrackpur,20
9,idrisali,basirhat,17
9,dineshkashyap,bastar,20
9,harishdwivedi,basti,17
9,pritamgopinathmunde,beed,17
9,bholasingh,begusarai,20
9,sureshcangadi,belgaum,20
9,bsreeramulu,bellary,12
9,sidhantmohapatra,berhampur,7
9,jyotidhurve,betul,18
9,virendrasingh,bhadohi,19
9,arjuncharansethi,bhadrak,17
9,shaileshkumarbulomandal,bhagalpur,19
9,nanabhaufalgunraopatole,bhandara-gondiya,18
9,bahadursinghkoli,bharatpur,20
9,mansukhabhaivasava,bharuch,16
9,bharatishiyal,bhavnagar,20
9,subhashchandrabaheriya,bhilwara,19
9,bhagirathprasad,bhind,19
9,kapilmoreshwarpatil,bhiwandi,20
9,dharamveersingh,bhiwani-mahendragarh,20
9,booranarsaiahgoud,bhongir,13
9,aloksanjar,bhopal,20
9,profprasannakumarpatasani,bhubaneswar,14
9,bhagwanthkhuba,bidar,17
9,rameshcjigajinagi,bijapur,19
9,kunwarbhartendrasingh,bijnor,19
9,lakhanlalsahu,bilaspur,14
9,satabdiroybanerjee,birbhum,16
9,saumitrakhan,bishnupur,12
9,kalikeshnarayansinghdeo,bolangir,18
9,anupamhazra,bolpur,13
9,bholasingh,bulandshahr,20
9,pratapraoganpatraojadhav,buldhana,16
9,ashwinikumarchoubey,buxar,20
9,innocent,chalakudy,18
9,rdhruvanarayana,chamrajanagar,19
9,kirronkher,chandigarh,19
9,sunilkumarsingh,chatra,19
9,kondavishweshwarreddy,chelvella,19
9,srvijaykumar,chennaicentral,20
9,tgvenkateshbabu,chennainorth,20
9,jayakumarjayavardhan,chennaisouth,18
9,kamalnath,chhindwara,7
9,ramsinhrathwa,chhotaudaipur,20
9,mchandrakasi,chidambaram,20
9,mveerappamoily,chikkballapur,19
9,prakashbhukkeri,chikkodi,12
9,bnchandrappa,chitradurga,19
9,naramallisivaprasad,chittoor,10
9,chandraprakashjoshi,chittorgarh,18
9,rahulkaswan,churu,20
9,pnagarajan,coimbatore,20
9,renukasinha,coochbehar,8
9,aarunmozhithevan,cuddalore,20
9,bhartruharimahtab,cuttack,19
9,natubhaigomanbhaipatel,dadraandnagarhaveli,12
9,jasvantsinhbhabhor,dahod,13
9,nalinkumarkateel,dakshinakannada,20
9,lalubhaibpatel,damananddiu,20
9,prahladsinghpatel,damoh,20
9,kirtiazad,darbhanga,20
9,harishmeena,dausa,20
9,gmsiddeshwara,davanagere,20
9,manoharuntwal,dewas,17
9,pashupatinathsingh,dhanbad,20
9,savitrithakur,dhar,19
9,anbumaniramadoss,dharmapuri,15
9,pralhadjoshi,dharwad,20
9,rekhaverma,dhaurahra,20
9,tathagatasatpathy,dhenkanal,20
9,badruddinajmal,dhubri,13
9,abhishekbanerjee,diamondharbour,7
9,rameshwarteli,dibrugarh,20
9,mudhayakumar,dindigul,20
9,harishchandradeoramchavan,dindori,20
9,jagdambikapal,domariyaganj,19
9,saugataroy,dumdum,18
9,shibusoren,dumka,10
9,tamradhwajsahu,durg,17
9,maheishgirri,eastdelhi,20
9,venakateswararaomagannti,eluru,17
9,kvthomas,ernakulam,18
9,sselvakumarachinnayan,erode,17
9,rajveersingh,etah,17
9,ashokkumardohrey,etawah,19
9,lallusingh,faizabad,20
9,sadhusingh,faridkot,7
9,mukeshrajput,farrukhabad,19
9,harindersinghkhalsa,fatehgarhsahib,20
9,babulalchaudhary,fatehpursikri,20
9,shersinghghubaya,ferozpur,17
9,akshayyadav,firozabad,13
9,ashokmahadeoraonete,gadchiroli-chimur,18
9,lkadvani,gandhinagar,20
9,nihalchandchauhan,ganganagar,18
9,majgenretdbckhanduriavsm,garhwal,20
9,bijoyachakraborty,gauhati,16
9,harimanjhi,gaya,20
9,deepakdevadhikari,ghatal,4
9,harinarayanrajbhar,ghosi,19
9,ravindrakumarpandey,giridih,18
9,nishikantdubey,godda,20
9,kirtivardhansingh,gonda,19
9,janakram,gopalganj,20
9,yogiadityanath,gorakhpur,13
9,mallikarjunkharge,gulbarga,18
9,jyotiradityamadhavraoscindia,guna,17
9,jayadevgalla,guntur,16
9,vinodkhanna,gurdaspur,10
9,anuragsinghthakur,hamirpur,19
9,pushpendrasinghchandel,hamirpur,20
9,anshulverma,hardoi,15
9,rameshpokhriyalnishank,hardwar,19
9,hddevegowda,hassan,4
9,rajeshdiwakar,hathras,20
9,rajushetti,hatkanangle,18
9,shivkumarcudasi,haveri,20
9,kristappanimmala,hindupur,17
9,rajeevshankarraosatav,hingoli,17
9,dushyantchautala,hisar,17
9,ratnadenag,hooghly,15
9,udaypratapsingh,hoshangabad,20
9,prasunbanerjee,howrah,19
9,asaduddinowaisi,hyderabad,16
9,advocatejoicegeorge,idukki,19
9,thokchommeinya,innermanipur,20
9,rakeshsingh,jabalpur,20
9,sugatabose,jadavpur,20
9,kulamanisamal,jagatsinghpur,20
9,arunkumar,jahanabad,20
9,ramcharanbohara,jaipur,19
9,ritatarai,jajpur,19
9,santokhsinghchaudhary,jalandhar,17
9,bhanupratapsinghverma,jalaun,19
9,atnanapatil,jalgaon,20
9,raosahebdanvepatil,jalna,13
9,devjimansingrampatel,jalore,14
9,bijoychandrabarman,jalpaiguri,12
9,jugalkishoresharma,jammu,19
9,poonambenhematbhaimaadam,jamnagar,13
9,bidyutbaranmahato,jamshedpur,20
9,chiragpaswan,jamui,19
9,abhijitmukherjee,jangipur,20
9,kamladevipatle,janjgir-champa,8
9,krishnpratapsingh,jaunpur,19
9,pratimamondal,jaynagar,15
9,dushyantsingh,jhalawar-baran,16
9,birendrakumarchoudhary,jhanjharpur,20
9,umasaren,jhargram,8
9,santoshahlawat,jhunjhunu,20
9,gajendrasinghshekhawat,jodhpur,16
9,kamakhyaprasadtasa,jorhat,16
9,rajeshbhainaranbhaichudasama,junagadh,15
9,vinodchavda,kachchh,17
9,ysavinashreddy,kadapa,11
9,hukumsingh,kairana,20
9,brijbhushansharansingh,kaiserganj,20
9,narasimhamthota,kakinada,19
9,arkakesharideo,kalahandi,17
9,gauravgogoi,kaliabor,17
9,kkamaraj,kallakurichi,20
9,kanteknathshinde,kalyan,20
9,kmaragatham,kancheepuram,19
9,pratyusharajeshwarisingh,kandhamal,20
9,shantakumar,kangra,18
9,vikramusendi,kanker,20
9,dimpleyadav,kannauj,10
9,pksreemathiteacher,kannur,15
9,murlimanoharjoshi,kanpur,17
9,sisiradhikari,kanthi,10
9,manojrajoria,karauli-dholpur,20
9,radheshyambiswas,karimganj,19
9,bvinodkumar,karimnagar,13
9,ashwinikumar,karnal,9
9,pkarunakaran,kasaragod,16
9,tariqanwar,katihar,19
9,vinodkumarsonkar,kaushambi,18
9,"baijyayant""jay""panda",kendrapara,16
9,sakuntalalaguri,keonjhar,20
9,ranjitsinghbrahmpura,khadoorsahib,20
9,choudharymehboobalikaiser,khagaria,19
9,nagendrasingh,khajuraho,18
9,psrinivasareddy,khammam,12
9,nandkumarsinghchauhan,khandwa,7
9,subhashpatel,khargone,18
9,devusinhjesingbhaichauhan,kheda,17
9,ajaymisrateni,kheri,20
9,kariyamunda,khunti,20
9,mohammadasrarulhaque,kishanganj,17
9,ravindrakumarray,kodarma,18
9,nabakumarsaraniahira,kokrajhar,20
9,khmuniyappa,kolar,16
9,dhananjaymahadik,kolhapur,14
9,subratabakshi,kolkatadakshin,7
9,sudipbandyopadhyay,kolkatauttar,12
9,nkpremachandran,kollam,20
9,sangannakaradi,koppal,19
9,jhinahikaka,koraput,18
9,banshilalmahto,korba,2
9,ombirla,kota,17
9,josekmani,kottayam,16
9,mkraghavan,kozhikode,15
9,kashokkumar,krishnagiri,20
9,tapaspaul,krishnanagar,16
9,renukabutta,kurnool,17
9,rajkumarsaini,kurukshetra,15
9,rajeshpandey,kushinagar,17
9,thupstanchhewang,ladakh,19
9,faizalppmohammad,lakshadweep,16
9,neelamsonker,lalganj,18
9,sunilgaikwad,latur,20
9,sudarshanbhagat,lohardaga,16
9,ravneetsinghbittu,ludhiana,20
9,ramcharitra,machhlishahr,20
9,konakallanarayanarao,machilipatnam,15
9,vijaysinhmohitepatil,madha,20
9,rajeshranjan,madhepura,19
9,hukmdeonarayanyadav,madhubani,20
9,rgopalakrishnan,madurai,18
9,seetaramajmeeranaik,mahabubabad,18
9,apjithenderreddy,mahabubnagar,16
9,pankajchowdhary,maharajganj,17
9,janardansinghsigriwal,maharajganj,20
9,chandulalsahu,mahasamund,20
9,jayshreebenpatel,mahesana,20
9,tejpratapsinghyadav,mainpuri,19
9,eahamed,malappuram,14
9,ahkhanchoudhary,maldahadakshin,18
9,mausamnoor,maldahauttar,13
9,chmallareddy,malkajgiri,16
9,ramswaroopsharma,mandi,18
9,sudheergupta,mandsour,20
9,csputtaraju,mandya,13
9,ramendeka,mangaldoi,19
9,hemamalini,mathura,2
9,choudhurymohanjatua,mathurapur,15
9,rangappabarne,maval,19
