session,mp_name,constituency,days_attended
4,nabakumarsaraniahira,kokrajhar,20
4,khmuniyappa,kolar,30
4,dhananjaymahadik,kolhapur,18
4,subratabakshi,kolkatadakshin,6
4,sudipbandyopadhyay,kolkatauttar,11
4,nkpremachandran,kollam,31
4,sangannakaradi,koppal,35
4,jhinahikaka,koraput,22
4,banshilalmahto,korba,34
4,ombirla,kota,31
4,josekmani,kottayam,29
4,mkraghavan,kozhikode,30
4,kashokkumar,krishnagiri,35
4,tapaspaul,krishnanagar,32
4,renukabutta,kurnool,23
4,rajkumarsaini,kurukshetra,34
4,rajeshpandey,kushinagar,35
4,thupstanchhewang,ladakh,35
4,faizalppmohammad,lakshadweep,32
4,neelamsonker,lalganj,35
4,sunilgaikwad,latur,34
4,sudarshanbhagat,lohardaga,34
4,ravneetsinghbittu,ludhiana,33
4,ramcharitra,machhlishahr,35
4,konakallanarayanarao,machilipatnam,32
4,vijaysinhmohitepatil,madha,23
4,rajeshranjan,madhepura,18
4,hukmdeonarayanyadav,madhubani,35
4,rgopalakrishnan,madurai,34
4,seetaramajmeeranaik,mahabubabad,24
4,apjithenderreddy,mahabubnagar,26
4,pankajchowdhary,maharajganj,20
4,janardansinghsigriwal,maharajganj,34
4,chandulalsahu,mahasamund,32
4,jayshreebenpatel,mahesana,35
4,tejpratapsinghyadav,mainpuri,28
4,eahamed,malappuram,30
4,ahkhanchoudhary,maldahadakshin,23
4,mausamnoor,maldahauttar,27
4,chmallareddy,malkajgiri,31
4,ramswaroopsharma,mandi,29
4,faggansinghkulaste,mandla,31
4,sudheergupta,mandsour,33
4,csputtaraju,mandya,27
4,ramendeka,mangaldoi,31
4,hemamalini,mathura,17
4,choudhurymohanjatua,mathurapur,23
4,rangappabarne,maval,31
4,kodikunnilsuresh,mavelikkara,32
4,rkbharathimohan,mayiladuthurai,35
4,ramachandrahansdah,mayurbhanj,1
4,kothaprabhakarreddy,medak,22
4,sandhyaroy,medinipur,17
4,rajendraagrawal,meerut,35
4,anupriyapatel,mirzapur,32
4,anjubala,misrikh,35
4,clruala,mizoram,26
4,kaushalkishore,mohanlalganj,35
4,kunwarsarveshkumar,moradabad,31
4,anoopmishra,morena,22
4,gopalchinayyashetty,mumbai-north,35
4,poonammahajan,mumbai-north-central,33
4,kiritsomaiya,mumbai-north-east,35
4,gajananchandrakantkirtikar,mumbai-north-west,29
4,arvindganpatsawant,mumbai-south,35
4,rahulrameshshewale,mumbai-south-central,34
4,veenadevi,munger,31
4,mdbadaruddozakhan,murshidabad,25
4,ajaynishad,muzaffarpur,35
4,prathapsimha,mysore,35
4,balabhadramajhi,nabarangpur,30
4,neiphiurio,nagaland,27
4,kgopal,nagapattinam,28
4,nandiyellaiah,nagarkurnool,31
4,crchaudhary,nagaur,35
4,yashwantsingh,nagina,35
4,bhagatsinghkoshyari,nainital-udhamsinghnagar,35
4,kaushalendrakumar,nalanda,35
4,guthasukhenderreddy,nalgonda,28
4,prsundaram,namakkal,34
4,ashokshankarraochavan,nanded,15
4,heenavijaygavit,nandurbar,21
4,spyreddy,nandyal,5
4,rayapatisambasivarao,narasaraopet,15
4,gokarajugangaraju,narsapuram,30
4,hemanttukaramgodse,nashik,28
4,crpatil,navsari,34
4,rajengohain,nawgong,31
4,mrajamohanreddy,nellore,34
4,meenakshilekhi,newdelhi,35
4,gopalakrishnanchinnaraj,nilgiris,30
4,kavithakalvakuntala,nizamabad,22
4,manojtiwari,northeastdelhi,26
4,uditraj,northwestdelhi,34
4,yvsubbareddy,ongole,29
4,ravindravishwanathgaikwad,osmanabad,28
4,thangsobaite,outermanipur,33
4,mbrajesh,palakkad,33
4,vishnudayalram,palamu,35
4,chintamanwanaga,palghar,34
4,ppchaudhary,pali,35
4,prabhatsinhchouhan,panchmahal,33
4,sanjayharibhaujadhav,parbhani,14
4,sanjayjaiswal,paschimchamparan,29
4,ramkripalyadav,pataliputra,1
4,liladharbhaivaghela,patan,14
4,antoantony,pathanamthitta,30
4,dharamviragandhi,patiala,25
4,shatrughansinha,patnasahib,19
4,balkasuman,peddapalle,23
4,rpmarutharajaa,perambalur,24
4,keshavprasadmaurya,phulpur,35
4,cmahendran,pollachi,35
4,etmohammadbasheer,ponnani,31
4,vittalbhaihansrajbhairadadiya,porbandar,14
4,kunwarharibanshsingh,pratapgarh,33
4,rradhakrishnan,puducherry,28
4,anilshirole,pune,34
4,pinakimisra,puri,31
4,santoshkumar,purnia,22
4,mrigankamahato,purulia,26
4,soniagandhi,raebareli,31
4,bvnayak,raichur,27
4,mohammadsalim,raiganj,26
4,rameshbais,raipur,29
4,magantimuralimohan,rajahmundry,31
4,midhunreddy,rajampet,20
4,rodmalnagar,rajgarh,34
4,mohanbhaikundariya,rajkot,34
4,vijaykumarhansdak,rajmahal,30
4,abhisheksingh,rajnandgaon,33
4,hariomsinghrathore,rajsamand,19
4,aanwharraajhaa,ramanathapuram,34
4,nepalsingh,rampur,35
4,krupalbalajitumane,ramtek,26
4,tapasmandal,ranaghat,31
4,ramtahalchoudhary,ranchi,35
4,,ratlam,34
4,vinayakbhauraoraut,ratnagiri-sindhudurg,32
4,rakshakhadse,raver,27
4,janardanmishra,rewa,35
4,chhotelal,robertsganj,29
4,deependersinghhooda,rohtak,29
4,dipsinhshankarsinhrathod,sabarkantha,32
4,laxminarayanyadav,sagar,34
4,raghavlakhanpal,saharanpur,29
4,vpanneerselvam,salem,31
4,ravinderkushwaha,salempur,35
4,ramchandrapaswan,samastipur,30
4,nagendrakumarpradhan,sambalpur,31
4,satyapalsingh,sambhal,35
4,sanjaykakaramchandrapatil,sangli,19
4,bhagwantmann,sangrur,27
4,sharadtripathi,santkabirnagar,34
4,chhedipaswan,sasaram,33
4,udayanrajepratapsinghbhonsle,satara,16
4,ganeshsingh,satna,27
4,kalyanbanerjee,serampore,27
4,krishnaraj,shahjahanpur,34
4,ramadevi,sheohar,35
4,vincenthpala,shillong,33
4,virendrakashyap,shimla,35
4,bsyeddyurappa,shimoga,34
4,sadashivkisanlokhande,shirdi,22
4,shivajiapatil,shirur,24
4,daddanmishra,shrawasti,34
4,ritipathak,sidhi,31
4,sumedhanandsaraswati,sikar,34
4,premdasrai,sikkim,27
4,kmsushmitadev,silchar,32
4,laxmangiluwa,singhbhum,35
4,charanjeetsinghrori,sirsa,33
4,ramkumarsharma,sitamarhi,35
4,rajeshverma,sitapur,34
4,prsenthilnathan,sivaganga,31
4,omprakashyadav,siwan,27
4,sharadbansode,solapur,33
4,rameshkaushik,sonipat,35
4,rameshbidhuri,southdelhi,35
4,narendrakeshavsawaikar,southgoa,31
4,kinjarapurammohannaidu,srikakulam,33
4,knramachandran,sriperumbudur,32
4,ferozevarungandhi,sultanpur,29
4,ranjeetranjan,supaul,32
4,darshanavikramjardosh,surat,35
4,devajibhaifatepara,surendranagar,30
4,kamalbhansinghmarabi,surguja,27
4,malarajyalaxmishah,tehrigarhwal,35
4,mvasanthi,tenkasi,34
4,ramprasadsarmah,tezpur,29
4,rajanbaburaovichare,thane,25
4,kparasuraman,thanjavur,34
4,rparthipan,theni,34
4,shashitharoor,thiruvananthapuram,34
4,jjayasinghthiyagarajnaterjee,thoothukkudi,35
4,cnjayadevan,thrissur,26
4,virendrakumar,tikamgarh,34
4,pkumar,tiruchirappalli,35
4,krpprabakaran,tirunelveli,35
4,varaprasadaraovelagapalli,tirupati,30
4,vsathyabama,tiruppur,34
4,pvenugopal,tiruvallur,35
4,rvanaroja,tiruvannamalai,35
4,sukhbirsinghjaunpuria,tonk-sawaimadhopur,35
4,jitendrachaudhury,tripuraeast,27
4,sankarprasaddatta,tripurawest,29
4,spmuddahanumegowda,tumkur,34
4,pasangma,tura,26
4,arjunlalmeena,udaipur,32
4,jitendrasingh,udhampur,34
4,kmshobhakarandlaje,udupichikmagalur,35
4,nityanandrai,ujiarpur,30
4,chintamanimalviya,ujjain,27
4,sultanahmed,uluberia,13
4,swamisakshijimaharaj,unnao,35
4,anantkumarhegde,uttarakannada,33
4,mullappallyramachandran,vadakara,35
4,ranjanbenbhatt,vadodara,32
4,ramakishoresingh,vaishali,28
4,satishchandradubey,valmikinagar,35
4,kcpatel,valsad,30
4,balasubramaniansenguttuvan,vellore,35
4,srinivaskesineni,vijayawada,22
4,srajendran,viluppuram,30
4,tradhakrishnan,virudhunagar,33
4,haribabukhambhapati,visakhapatnam,35
4,ramdastadas,wardha,30
4,mishanavas,wayanad,29
4,parveshsahibsinghverma,westdelhi,34
4,bhavanagawali,yavatmal-washim,29
4,bheemaraobpatil,zahirabad,28
5,nageshgodam,adilabad,15
5,pareshrawal,ahmedabadeast,9
5,kiritsolanki,ahmedabadwest,17
5,dilipgandhi,ahmednagar,13
5,devendraaliasbholesingh,akbarpur,17
5,sanjaydhotre,akola,15
5,kcvenugopal,alappuzha,12
5,pkbiju,alathur,13
5,satishkumargautam,aligarh,17
5,dasrathtirkey,alipurduars,10
5,shyamacharangupta,allahabad,16
5,ajaytamta,almora,16
5,chandnath,alwar,8
5,ravindrababupandula,amalapuram,17
5,rattanlalkataria,ambala,17
5,hariompandey,ambedkarnagar,17
5,rahulgandhi,amethi,9
5,anandraoadsul,amravati,17
5,naranbhaikachhadiya,amreli,17
5,kanwarsinghtanwar,amroha,13
5,muthamsettisrinivasarao,anakapalli,14
5,dilippatel,anand,16
5,premsinghchandumajra,anandpursahib,15
5,jcdivakarreddy,anantapur,11
5,bishnupadaray,andamanandnicobarislands,17
5,dharmendrakumar,aonla,17
5,ghari,arakkonam,17
5,geethakothapalli,araku,17
5,aparupapoddar,arambagh,6
5,velumalai,arani,17
5,taslimuddin,araria,11
5,rksingh,arrah,17
5,ninongering,arunachaleast,11
5,kirenrijiju,arunachalwest,1
5,ladukishoreswain,aska,17
5,asampath,attingal,12
5,sushilkumarsingh,aurangabad,6
5,chandrakantbkhaire,aurangabad,14
5,birensinghengti,autonomousdistrict,13
5,mulayamsinghyadav,azamgarh,12
5,dharmendrayadav,badaun,17
5,pcgaddigoudar,bagalkot,17
5,satyapalsingh,baghpat,17
5,adhirranjanchowdhury,baharampur,11
5,sadhvisavitribaiphule,bahraich,14
5,bodhsinghbhagat,balaghat,16
5,rabindrakumarjena,balasore,17
5,bharatsingh,ballia,17
5,kmarpitaghosh,balurghat,11
5,bhaironprasadmishra,banda,17
5,pcmohan,bangalorecentral,7
5,dksuresh,bangalorerural,13
5,ananthkumar,bangaloresouth,1
5,mamatathakur,bangaon,9
5,jayprakashnarayanyadav,banka,15
5,devvarmamoonmoonsen,bankura,11
5,kamleshpaswan,bansgaon,13
5,manshankarninama,banswara,17
5,srirammalyadri,bapatla,15
5,priyankasinghrawat,barabanki,16
5,supriyasule,baramati,16
5,kakolighoshdastidar,barasat,9
5,sunilkumarmondal,bardhamanpurba,11
5,mamtazsanghamita,bardhaman-durgapur,11
5,parbhubhaivasava,bardoli,13
5,prabhaskumarsingh,bargarh,17
5,sonaramchoudhary,barmer,15
5,sirajuddinajmal,barpeta,5
5,dineshtrivedi,barrackpur,10
5,idrisali,basirhat,10
5,dineshkashyap,bastar,8
5,harishdwivedi,basti,16
5,pritamgopinathmunde,beed,12
5,bholasingh,begusarai,17
5,sureshcangadi,belgaum,16
5,bsreeramulu,bellary,11
5,sidhantmohapatra,berhampur,14
5,jyotidhurve,betul,13
5,virendrasingh,bhadohi,16
5,arjuncharansethi,bhadrak,15
5,shaileshkumarbulomandal,bhagalpur,12
5,nanabhaufalgunraopatole,bhandara-gondiya,17
5,bahadursinghkoli,bharatpur,17
5,bharatishiyal,bhavnagar,17
5,subhashchandrabaheriya,bhilwara,17
5,bhagirathprasad,bhind,15
5,kapilmoreshwarpatil,bhiwandi,17
5,dharamveersingh,bhiwani-mahendragarh,17
5,booranarsaiahgoud,bhongir,12
5,aloksanjar,bhopal,16
5,profprasannakumarpatasani,bhubaneswar,12
5,bhagwanthkhuba,bidar,17
5,rameshcjigajinagi,bijapur,17
5,kunwarbhartendrasingh,bijnor,14
5,arjunrammeghwal,bikaner,17
5,lakhanlalsahu,bilaspur,15
5,satabdiroybanerjee,birbhum,12
5,saumitrakhan,bishnupur,8
5,kalikeshnarayansinghdeo,bolangir,14
5,anupamhazra,bolpur,9
5,bholasingh,bulandshahr,16
5,pratapraoganpatraojadhav,buldhana,16
5,ashwinikumarchoubey,buxar,11
5,innocent,chalakudy,2
5,rdhruvanarayana,chamrajanagar,13
5,mahendranathpandey,chandauli,17
5,kirronkher,chandigarh,17
5,sunilkumarsingh,chatra,17
5,kondavishweshwarreddy,chelvella,17
5,srvijaykumar,chennaicentral,16
5,tgvenkateshbabu,chennainorth,17
5,jayakumarjayavardhan,chennaisouth,17
5,kamalnath,chhindwara,12
5,ramsinhrathwa,chhotaudaipur,17
5,mchandrakasi,chidambaram,14
5,mveerappamoily,chikkballapur,12
5,prakashbhukkeri,chikkodi,3
5,bnchandrappa,chitradurga,13
5,chandraprakashjoshi,chittorgarh,17
5,rahulkaswan,churu,17
5,pnagarajan,coimbatore,17
5,renukasinha,coochbehar,9
5,aarunmozhithevan,cuddalore,17
5,bhartruharimahtab,cuttack,17
5,natubhaigomanbhaipatel,dadraandnagarhaveli,6
5,jasvantsinhbhabhor,dahod,17
5,nalinkumarkateel,dakshinakannada,17
5,lalubhaibpatel,damananddiu,15
5,prahladsinghpatel,damoh,17
5,kirtiazad,darbhanga,17
5,ssahluwalia,darjeeling,15
5,harishmeena,dausa,16
5,manoharuntwal,dewas,6
5,pashupatinathsingh,dhanbad,15
5,savitrithakur,dhar,14
5,anbumaniramadoss,dharmapuri,7
5,pralhadjoshi,dharwad,15
5,rekhaverma,dhaurahra,15
5,tathagatasatpathy,dhenkanal,16
5,badruddinajmal,dhubri,7
5,subhashramraobhamre,dhule,14
5,abhishekbanerjee,diamondharbour,7
5,rameshwarteli,dibrugarh,17
5,mudhayakumar,dindigul,17
5,harishchandradeoramchavan,dindori,17
5,jagdambikapal,domariyaganj,17
5,saugataroy,dumdum,12
5,shibusoren,dumka,15
5,tamradhwajsahu,durg,13
5,maheishgirri,eastdelhi,17
5,venakateswararaomagannti,eluru,12
5,kvthomas,ernakulam,12
5,sselvakumarachinnayan,erode,12
5,rajveersingh,etah,16
5,ashokkumardohrey,etawah,17
5,lallusingh,faizabad,15
5,sadhusingh,faridkot,4
5,mukeshrajput,farrukhabad,17
5,harindersinghkhalsa,fatehgarhsahib,12
5,babulalchaudhary,fatehpursikri,17
5,shersinghghubaya,ferozpur,11
5,akshayyadav,firozabad,14
5,ashokmahadeoraonete,gadchiroli-chimur,14
5,lkadvani,gandhinagar,16
5,nihalchandchauhan,ganganagar,13
5,majgenretdbckhanduriavsm,garhwal,17
5,bijoyachakraborty,gauhati,15
5,harimanjhi,gaya,17
5,harinarayanrajbhar,ghosi,17
5,ravindrakumarpandey,giridih,16
5,nishikantdubey,godda,17
5,kirtivardhansingh,gonda,12
5,janakram,gopalganj,11
5,yogiadityanath,gorakhpur,11
5,mallikarjunkharge,gulbarga,12
5,jyotiradityamadhavraoscindia,guna,11
5,jayadevgalla,guntur,16
5,anuragsinghthakur,hamirpur,15
5,pushpendrasinghchandel,hamirpur,16
5,anshulverma,hardoi,16
5,rameshpokhriyalnishank,hardwar,16
5,hddevegowda,hassan,6
5,rajeshdiwakar,hathras,17
5,rajushetti,hatkanangle,13
5,shivkumarcudasi,haveri,16
5,kristappanimmala,hindupur,16
5,rajeevshankarraosatav,hingoli,11
5,dushyantchautala,hisar,15
5,ratnadenag,hooghly,11
5,udaypratapsingh,hoshangabad,17
5,vijaysampla,hoshiarpur,8
5,prasunbanerjee,howrah,10
5,asaduddinowaisi,hyderabad,13
5,advocatejoicegeorge,idukki,13
5,thokchommeinya,innermanipur,13
5,rakeshsingh,jabalpur,16
5,sugatabose,jadavpur,5
5,kulamanisamal,jagatsinghpur,17
5,arunkumar,jahanabad,11
5,ramcharanbohara,jaipur,15
5,ritatarai,jajpur,12
5,santokhsinghchaudhary,jalandhar,11
5,bhanupratapsinghverma,jalaun,17
5,atnanapatil,jalgaon,14
5,raosahebdanvepatil,jalna,10
5,devjimansingrampatel,jalore,9
5,bijoychandrabarman,jalpaiguri,7
5,jugalkishoresharma,jammu,16
5,poonambenhematbhaimaadam,jamnagar,16
5,bidyutbaranmahato,jamshedpur,17
5,chiragpaswan,jamui,17
5,abhijitmukherjee,jangipur,13
5,kamladevipatle,janjgir-champa,17
5,krishnpratapsingh,jaunpur,17
5,pratimamondal,jaynagar,10
5,dushyantsingh,jhalawar-baran,11
5,birendrakumarchoudhary,jhanjharpur,17
5,umasaren,jhargram,11
5,santoshahlawat,jhunjhunu,15
5,gajendrasinghshekhawat,jodhpur,14
5,kamakhyaprasadtasa,jorhat,17
5,rajeshbhainaranbhaichudasama,junagadh,16
5,vinodchavda,kachchh,16
5,ysavinashreddy,kadapa,9
5,hukumsingh,kairana,17
5,brijbhushansharansingh,kaiserganj,17
5,narasimhamthota,kakinada,17
5,arkakesharideo,kalahandi,17
5,gauravgogoi,kaliabor,13
5,kkamaraj,kallakurichi,17
5,kanteknathshinde,kalyan,16
5,kmaragatham,kancheepuram,17
5,pratyusharajeshwarisingh,kandhamal,15
5,shantakumar,kangra,16
5,vikramusendi,kanker,17
5,dimpleyadav,kannauj,3
5,pksreemathiteacher,kannur,13
5,murlimanoharjoshi,kanpur,15
5,sisiradhikari,kanthi,6
5,manojrajoria,karauli-dholpur,17
5,radheshyambiswas,karimganj,13
5,bvinodkumar,karimnagar,15
5,ashwinikumar,karnal,10
5,mthambidurai,karur,1
5,pkarunakaran,kasaragod,12
5,tariqanwar,katihar,16
5,vinodkumarsonkar,kaushambi,17
5,"baijyayant""jay""panda",kendrapara,11
5,sakuntalalaguri,keonjhar,12
5,ranjitsinghbrahmpura,khadoorsahib,14
5,choudharymehboobalikaiser,khagaria,8
5,nagendrasingh,khajuraho,16
5,psrinivasareddy,khammam,16
5,nandkumarsinghchauhan,khandwa,7
5,subhashpatel,khargone,16
5,devusinhjesingbhaichauhan,kheda,16
5,ajaymisrateni,kheri,17
5,kariyamunda,khunti,17
5,mohammadasrarulhaque,kishanganj,11
5,ravindrakumarray,kodarma,11
5,nabakumarsaraniahira,kokrajhar,14
5,khmuniyappa,kolar,12
5,dhananjaymahadik,kolhapur,16
5,subratabakshi,kolkatadakshin,4
5,sudipbandyopadhyay,kolkatauttar,11
5,nkpremachandran,kollam,13
5,sangannakaradi,koppal,17
5,jhinahikaka,koraput,15
5,banshilalmahto,korba,12
5,ombirla,kota,17
5,josekmani,kottayam,12
5,mkraghavan,kozhikode,9
5,kashokkumar,krishnagiri,17
5,tapaspaul,krishnanagar,12
5,renukabutta,kurnool,3
5,rajkumarsaini,kurukshetra,17
5,rajeshpandey,kushinagar,17
5,thupstanchhewang,ladakh,11
5,faizalppmohammad,lakshadweep,14
5,neelamsonker,lalganj,15
5,sunilgaikwad,latur,16
5,sudarshanbhagat,lohardaga,12
5,ravneetsinghbittu,ludhiana,13
5,ramcharitra,machhlishahr,17
5,konakallanarayanarao,machilipatnam,14
5,vijaysinhmohitepatil,madha,3
5,rajeshranjan,madhepura,6
5,hukmdeonarayanyadav,madhubani,16
5,rgopalakrishnan,madurai,17
5,seetaramajmeeranaik,mahabubabad,16
5,apjithenderreddy,mahabubnagar,16
5,pankajchowdhary,maharajganj,17
5,janardansinghsigriwal,maharajganj,14
5,chandulalsahu,mahasamund,17
5,jayshreebenpatel,mahesana,17
5,tejpratapsinghyadav,mainpuri,16
5,eahamed,malappuram,8
5,ahkhanchoudhary,maldahadakshin,13
5,mausamnoor,maldahauttar,9
5,chmallareddy,malkajgiri,15
5,ramswaroopsharma,mandi,17
5,faggansinghkulaste,mandla,16
5,sudheergupta,mandsour,17
5,csputtaraju,mandya,12
5,ramendeka,mangaldoi,15
5,hemamalini,mathura,5
5,choudhurymohanjatua,mathurapur,12
5,rangappabarne,maval,16
5,kodikunnilsuresh,mavelikkara,13
5,rkbharathimohan,mayiladuthurai,17
5,kothaprabhakarreddy,medak,14
5,sandhyaroy,medinipur,9
5,rajendraagrawal,meerut,17
5,anupriyapatel,mirzapur,16
5,anjubala,misrikh,17
5,clruala,mizoram,13
5,kaushalkishore,mohanlalganj,17
5,kunwarsarveshkumar,moradabad,17
5,anoopmishra,morena,1
5,gopalchinayyashetty,mumbai-north,17
5,poonammahajan,mumbai-north-central,14
5,kiritsomaiya,mumbai-north-east,17
5,gajananchandrakantkirtikar,mumbai-north-west,14
5,arvindganpatsawant,mumbai-south,17
5,rahulrameshshewale,mumbai-south-central,17
5,veenadevi,munger,15
5,mdbadaruddozakhan,murshidabad,13
5,ajaynishad,muzaffarpur,13
5,prathapsimha,mysore,15
5,balabhadramajhi,nabarangpur,17
5,neiphiurio,nagaland,14
5,kgopal,nagapattinam,15
5,nandiyellaiah,nagarkurnool,9
5,crchaudhary,nagaur,17
5,yashwantsingh,nagina,17
5,bhagatsinghkoshyari,nainital-udhamsinghnagar,17
5,kaushalendrakumar,nalanda,12
5,guthasukhenderreddy,nalgonda,13
5,prsundaram,namakkal,17
5,ashokshankarraochavan,nanded,8
5,heenavijaygavit,nandurbar,16
5,spyreddy,nandyal,1
5,rayapatisambasivarao,narasaraopet,7
5,gokarajugangaraju,narsapuram,16
5,hemanttukaramgodse,nashik,13
5,crpatil,navsari,15
5,rajengohain,nawgong,4
5,mrajamohanreddy,nellore,17
5,meenakshilekhi,newdelhi,17
5,gopalakrishnanchinnaraj,nilgiris,13
5,kavithakalvakuntala,nizamabad,12
5,georgebaker,nominatedanglo-indian,4
5,richardhay,nominatedanglo-indian,7
5,manojtiwari,northeastdelhi,12
5,uditraj,northwestdelhi,17
5,yvsubbareddy,ongole,16
5,ravindravishwanathgaikwad,osmanabad,16
5,thangsobaite,outermanipur,14
5,mbrajesh,palakkad,12
5,vishnudayalram,palamu,17
5,chintamanwanaga,palghar,17
5,ppchaudhary,pali,17
5,prabhatsinhchouhan,panchmahal,17
5,sanjayharibhaujadhav,parbhani,15
5,sanjayjaiswal,paschimchamparan,14
5,liladharbhaivaghela,patan,2
5,antoantony,pathanamthitta,12
5,dharamviragandhi,patiala,8
5,shatrughansinha,patnasahib,12
5,balkasuman,peddapalle,13
5,rpmarutharajaa,perambalur,16
5,keshavprasadmaurya,phulpur,17
5,cmahendran,pollachi,17
5,etmohammadbasheer,ponnani,10
5,kunwarharibanshsingh,pratapgarh,17
5,rradhakrishnan,puducherry,6
5,anilshirole,pune,17
5,pinakimisra,puri,14
5,santoshkumar,purnia,6
5,mrigankamahato,purulia,12
5,soniagandhi,raebareli,13
5,bvnayak,raichur,12
5,mohammadsalim,raiganj,12
5,rameshbais,raipur,14
5,magantimuralimohan,rajahmundry,9
5,midhunreddy,rajampet,7
5,rodmalnagar,rajgarh,15
5,mohanbhaikundariya,rajkot,17
5,vijaykumarhansdak,rajmahal,15
5,abhisheksingh,rajnandgaon,17
5,hariomsinghrathore,rajsamand,16
5,aanwharraajhaa,ramanathapuram,11
5,nepalsingh,rampur,17
5,krupalbalajitumane,ramtek,14
5,tapasmandal,ranaghat,11
5,ramtahalchoudhary,ranchi,16
5,vinayakbhauraoraut,ratnagiri-sindhudurg,16
5,rakshakhadse,raver,12
5,janardanmishra,rewa,12
5,chhotelal,robertsganj,17
5,deependersinghhooda,rohtak,10
5,dipsinhshankarsinhrathod,sabarkantha,15
5,laxminarayanyadav,sagar,17
5,raghavlakhanpal,saharanpur,17
5,vpanneerselvam,salem,15
5,ravinderkushwaha,salempur,16
5,ramchandrapaswan,samastipur,11
5,nagendrakumarpradhan,sambalpur,17
5,satyapalsingh,sambhal,17
5,sanjaykakaramchandrapatil,sangli,7
5,bhagwantmann,sangrur,11
5,sharadtripathi,santkabirnagar,17
5,chhedipaswan,sasaram,15
5,udayanrajepratapsinghbhonsle,satara,6
5,ganeshsingh,satna,17
5,kalyanbanerjee,serampore,10
5,krishnaraj,shahjahanpur,17
5,ramadevi,sheohar,17
5,vincenthpala,shillong,13
5,virendrakashyap,shimla,16
5,bsyeddyurappa,shimoga,16
5,sadashivkisanlokhande,shirdi,16
5,shivajiapatil,shirur,13
5,daddanmishra,shrawasti,17
5,ritipathak,sidhi,16
5,sumedhanandsaraswati,sikar,17
5,premdasrai,sikkim,10
5,kmsushmitadev,silchar,12
5,laxmangiluwa,singhbhum,15
5,charanjeetsinghrori,sirsa,15
5,ramkumarsharma,sitamarhi,10
5,rajeshverma,sitapur,14
5,prsenthilnathan,sivaganga,16
5,omprakashyadav,siwan,10
5,sharadbansode,solapur,17
5,rameshkaushik,sonipat,17
5,rameshbidhuri,southdelhi,17
5,narendrakeshavsawaikar,southgoa,17
5,kinjarapurammohannaidu,srikakulam,17
5,knramachandran,sriperumbudur,14
5,ferozevarungandhi,sultanpur,14
5,ranjeetranjan,supaul,12
5,darshanavikramjardosh,surat,17
5,devajibhaifatepara,surendranagar,16
5,kamalbhansinghmarabi,surguja,17
5,malarajyalaxmishah,tehrigarhwal,16
5,mvasanthi,tenkasi,17
5,ramprasadsarmah,tezpur,13
5,rajanbaburaovichare,thane,17
5,kparasuraman,thanjavur,17
5,rparthipan,theni,17
5,shashitharoor,thiruvananthapuram,9
5,jjayasinghthiyagarajnaterjee,thoothukkudi,17
5,cnjayadevan,thrissur,12
5,virendrakumar,tikamgarh,17
5,pkumar,tiruchirappalli,17
5,krpprabakaran,tirunelveli,17
5,varaprasadaraovelagapalli,tirupati,14
5,vsathyabama,tiruppur,17
5,pvenugopal,tiruvallur,17
5,rvanaroja,tiruvannamalai,17
5,sukhbirsinghjaunpuria,tonk-sawaimadhopur,16
5,jitendrachaudhury,tripuraeast,13
5,sankarprasaddatta,tripurawest,13
5,spmuddahanumegowda,tumkur,13
5,pasangma,tura,14
5,arjunlalmeena,udaipur,16
5,jitendrasingh,udhampur,15
5,kmshobhakarandlaje,udupichikmagalur,17
5,nityanandrai,ujiarpur,5
5,chintamanimalviya,ujjain,2
5,sultanahmed,uluberia,9
5,swamisakshijimaharaj,unnao,15
5,anantkumarhegde,uttarakannada,15
5,mullappallyramachandran,vadakara,13
5,ranjanbenbhatt,vadodara,16
5,ramakishoresingh,vaishali,9
5,satishchandradubey,valmikinagar,9
5,kcpatel,valsad,14
5,balasubramaniansenguttuvan,vellore,17
5,srinivaskesineni,vijayawada,15
5,srajendran,viluppuram,17
5,tradhakrishnan,virudhunagar,17
5,haribabukhambhapati,visakhapatnam,17
5,ramdastadas,wardha,15
5,mishanavas,wayanad,10
5,parveshsahibsinghverma,westdelhi,17
5,bhavanagawali,yavatmal-washim,13
5,bheemaraobpatil,zahirabad,15
6,nageshgodam,adilabad,18
6,pareshrawal,ahmedabadeast,18
6,kiritsolanki,ahmedabadwest,20
6,dilipgandhi,ahmednagar,16
6,devendraaliasbholesingh,akbarpur,18
6,sanjaydhotre,akola,19
6,kcvenugopal,alappuzha,19
6,pkbiju,alathur,19
6,satishkumargautam,aligarh,18
6,dasrathtirkey,alipurduars,16
6,shyamacharangupta,allahabad,20
6,ajaytamta,almora,19
6,ravindrababupandula,amalapuram,20
6,rattanlalkataria,ambala,19
6,hariompandey,ambedkarnagar,20
6,rahulgandhi,amethi,14
6,anandraoadsul,amravati,19
6,naranbhaikachhadiya,amreli,18
6,kanwarsinghtanwar,amroha,19
6,muthamsettisrinivasarao,anakapalli,14
6,dilippatel,anand,1
6,premsinghchandumajra,anandpursahib,16
6,jcdivakarreddy,anantapur,16
6,bishnupadaray,andamanandnicobarislands,14
6,dharmendrakumar,aonla,19
6,ghari,arakkonam,20
6,geethakothapalli,araku,17
6,aparupapoddar,arambagh,20
6,velumalai,arani,20
6,taslimuddin,araria,19
6,rksingh,arrah,19
6,ninongering,arunachaleast,14
6,ladukishoreswain,aska,19
